date,Ball One,Ball Two,Ball Three,Ball Four,Ball Five,payout
2015-03-22,5,29,31,33,35,88000
2015-03-23,5,9,12,32,33,124000
2015-03-24,1,8,10,23,38,50000
2015-03-25,6,8,22,31,33,58000
2015-03-26,10,23,25,30,33,50000
2015-03-27,5,24,28,29,32,59000
2015-03-28,11,20,22,26,29,95000
2015-03-29,9,19,22,26,34,122000
2015-03-30,11,16,24,30,36,166000
2015-03-31,9,17,18,36,37,218000
2015-04-01,14,23,25,34,37,50000
2015-04-02,6,13,16,34,39,62000
2015-04-03,1,3,5,27,35,96000
2015-04-04,9,10,22,23,39,145000
2015-04-05,6,13,28,29,30,182000
2015-04-06,8,12,16,27,28,50000
2015-04-07,1,7,13,31,33,57000
2015-04-08,12,13,23,24,37,89000
2015-04-09,9,13,16,23,36,124000
2015-04-10,1,24,36,37,39,174000
2015-04-11,1,7,14,17,35,225000
2015-04-12,15,23,34,35,36,279000
2015-04-13,1,11,27,28,31,355000
2015-04-14,8,11,16,17,32,461000
2015-04-15,10,14,17,24,36,591000
2015-04-16,13,22,25,26,35,740000
2015-04-17,9,24,31,38,39,50000
2015-04-18,2,9,14,16,19,66000
2015-04-19,12,19,23,24,33,90000
2015-04-20,8,14,20,24,26,127000
2015-04-21,13,16,27,29,32,183000
2015-04-22,9,12,13,15,38,240000
2015-04-23,12,27,31,33,36,50000
2015-04-24,5,15,17,31,35,60000
2015-04-25,8,10,14,26,31,99000
2015-04-26,14,15,17,24,27,134000
2015-04-27,1,13,23,27,32,181000
2015-04-28,3,10,29,37,38,50000
2015-04-29,2,9,13,18,33,59000
2015-04-30,6,13,22,30,32,50000
2015-05-01,4,7,21,30,32,50000
2015-05-02,4,7,9,12,15,50000
2015-05-03,4,13,16,19,35,53000
2015-05-04,2,6,10,35,38,81000
2015-05-05,2,33,35,37,38,120000
2015-05-06,1,9,11,28,34,50000
2015-05-07,2,10,17,21,38,59000
2015-05-08,5,12,14,28,29,89000
2015-05-09,3,4,9,16,35,131000
2015-05-10,1,2,21,25,33,166000
2015-05-11,18,26,28,30,36,217000
2015-05-12,20,22,24,26,32,281000
2015-05-13,4,10,12,20,37,352000
2015-05-14,13,17,18,19,35,50000
2015-05-15,5,10,21,22,30,60000
2015-05-16,6,18,23,33,38,94000
2015-05-17,1,10,16,20,25,120000
2015-05-18,2,8,16,17,35,165000
2015-05-19,1,20,22,31,32,218000
2015-05-20,8,14,18,22,28,50000
2015-05-21,4,8,12,13,35,57000
2015-05-22,11,15,24,32,36,87000
2015-05-23,1,12,33,35,39,50000
2015-05-24,9,16,28,34,35,53000
2015-05-25,2,8,19,23,27,75000
2015-05-26,2,7,19,25,31,105000
2015-05-27,3,13,17,26,32,154000
2015-05-28,10,17,18,31,37,198000
2015-05-29,3,12,24,27,29,256000
2015-05-30,1,19,26,31,36,336000
2015-05-31,2,9,20,31,37,50000
2015-06-01,6,10,27,28,35,53000
2015-06-02,5,16,17,20,21,50000
2015-06-03,10,23,25,35,38,64000
2015-06-04,14,22,25,35,37,96000
2015-06-05,7,9,28,32,39,139000
2015-06-06,4,13,15,23,26,197000
2015-06-07,22,25,35,36,38,50000
2015-06-08,6,26,27,33,35,53000
2015-06-09,4,7,17,27,30,85000
2015-06-10,5,11,14,19,23,126000
2015-06-11,20,26,28,31,35,174000
2015-06-12,4,17,18,25,31,229000
2015-06-13,5,7,18,21,37,50000
2015-06-14,8,17,27,35,37,53000
2015-06-15,4,7,14,18,39,82000
2015-06-16,17,23,28,29,39,120000
2015-06-17,15,16,17,32,33,174000
2015-06-18,11,15,21,28,39,218000
2015-06-19,5,8,20,30,33,288000
2015-06-20,8,10,11,22,33,50000
2015-06-21,5,7,10,26,30,54000
2015-06-22,1,7,23,24,37,50000
2015-06-23,2,6,15,34,35,55000
2015-06-24,2,9,14,17,26,50000
2015-06-25,2,8,15,33,34,59000
2015-06-26,3,11,26,37,38,91000
2015-06-27,8,13,14,30,35,50000
2015-06-28,7,9,20,21,37,54000
2015-06-29,3,8,9,14,29,80000
2015-06-30,3,11,21,30,39,117000
2015-07-01,8,12,33,36,37,171000
2015-07-02,2,16,19,36,38,218000
2015-07-03,11,22,23,28,39,50000
2015-07-04,8,14,19,23,31,71000
2015-07-05,4,6,31,34,36,50000
2015-07-06,15,16,20,26,38,53000
2015-07-07,1,9,11,16,25,82000
2015-07-08,2,6,11,27,36,123000
2015-07-09,3,11,28,31,34,170000
2015-07-10,11,13,14,35,36,50000
2015-07-11,1,20,24,30,38,64000
2015-07-12,13,17,18,19,34,87000
2015-07-13,18,19,21,22,25,122000
2015-07-14,2,7,11,19,29,172000
2015-07-15,4,7,22,31,33,50000
2015-07-16,3,7,11,15,34,50000
2015-07-17,5,11,22,35,37,56000
2015-07-18,1,6,8,22,37,91000
2015-07-19,1,12,26,28,29,117000
2015-07-20,11,14,24,25,38,161000
2015-07-21,6,14,27,28,29,211000
2015-07-22,1,4,11,20,36,276000
2015-07-23,1,7,8,13,22,344000
2015-07-24,1,3,16,23,32,457000
2015-07-25,6,7,12,28,34,50000
2015-07-26,1,5,30,31,32,54000
2015-07-27,3,13,14,35,37,81000
2015-07-28,18,22,35,37,39,120000
2015-07-29,15,22,30,34,39,174000
2015-07-30,13,15,20,25,38,219000
2015-07-31,2,3,12,29,31,296000
2015-08-01,11,17,21,26,35,395000
2015-08-02,17,18,24,26,29,471000
2015-08-03,2,7,13,34,38,50000
2015-08-04,6,7,10,16,31,63000
2015-08-05,2,7,18,35,38,97000
2015-08-06,4,20,28,38,39,136000
2015-08-07,3,10,12,22,39,193000
2015-08-08,12,22,31,34,37,263000
2015-08-09,6,14,16,23,30,50000
2015-08-10,1,3,16,32,35,53000
2015-08-11,15,17,27,31,38,85000
2015-08-12,2,12,14,16,39,125000
2015-08-13,8,10,16,38,39,172000
2015-08-14,2,15,16,17,20,230000
2015-08-15,5,11,12,15,37,313000
2015-08-16,2,6,24,31,36,50000
2015-08-17,2,4,26,30,35,53000
2015-08-18,1,3,16,26,35,82000
2015-08-19,8,10,14,31,32,122000
2015-08-20,5,21,27,30,36,170000
2015-08-21,1,2,28,34,38,50000
2015-08-22,1,12,20,31,35,65000
2015-08-23,3,16,22,24,36,50000
2015-08-24,7,17,24,33,34,53000
2015-08-25,6,31,32,34,39,79000
2015-08-26,4,9,14,21,24,117000
2015-08-27,5,7,8,21,26,165000
2015-08-28,1,5,12,22,23,50000
2015-08-29,10,20,22,29,31,50000
2015-08-30,6,10,12,21,28,53000
2015-08-31,1,2,8,18,39,50000
2015-09-01,2,6,12,17,27,54000
2015-09-02,14,17,21,30,38,89000
2015-09-03,12,24,28,30,32,122000
2015-09-04,1,16,27,30,31,175000
2015-09-05,13,22,25,31,37,236000
2015-09-06,2,7,10,15,34,50000
2015-09-07,12,19,22,34,35,53000
2015-09-08,13,17,22,28,31,77000
2015-09-09,9,15,16,18,38,115000
2015-09-10,1,7,15,22,24,160000
2015-09-11,6,8,14,32,33,50000
2015-09-12,12,15,22,23,34,63000
2015-09-13,1,8,15,18,20,85000
2015-09-14,2,4,9,10,11,117000
2015-09-15,5,12,24,34,39,162000
2015-09-16,7,9,28,30,37,212000
2015-09-17,3,22,24,30,34,275000
2015-09-18,4,13,15,35,37,349000
2015-09-19,7,18,23,32,33,50000
2015-09-20,17,23,28,31,35,54000
2015-09-21,1,11,18,28,31,80000
2015-09-22,12,16,30,37,38,116000
2015-09-23,9,18,23,29,36,166000
2015-09-24,12,17,19,26,32,212000
2015-09-25,7,12,19,31,32,282000
2015-09-26,15,20,21,24,34,363000
2015-09-27,1,12,16,18,25,443000
2015-09-28,1,2,5,8,26,565000
2015-09-29,10,11,21,27,29,720000
2015-09-30,4,12,23,26,36,952000
2015-10-01,19,30,31,36,39,50000
2015-10-02,8,16,19,25,28,70000
2015-10-03,2,25,28,32,33,112000
2015-10-04,2,3,5,7,28,148000
2015-10-05,2,12,30,36,39,196000
2015-10-06,1,2,19,22,37,50000
2015-10-07,12,13,15,20,33,66000
2015-10-08,14,19,20,32,33,99000
2015-10-09,6,11,21,28,29,145000
2015-10-10,2,9,22,24,30,205000
2015-10-11,8,10,15,31,39,254000
2015-10-12,2,4,9,31,39,50000
2015-10-13,5,7,30,31,37,59000
2015-10-14,4,9,12,25,32,92000
2015-10-15,15,18,19,24,39,133000
2015-10-16,5,22,28,29,37,187000
2015-10-17,6,7,10,23,31,250000
2015-10-18,1,9,25,31,32,50000
2015-10-19,11,16,18,29,35,53000
2015-10-20,5,10,22,25,26,82000
2015-10-21,15,16,18,21,31,50000
2015-10-22,7,21,24,27,30,60000
2015-10-23,11,18,27,33,39,92000
2015-10-24,3,12,16,20,37,137000
2015-10-25,2,3,6,12,24,171000
2015-10-26,11,19,21,31,36,223000
2015-10-27,16,19,20,21,39,50000
2015-10-28,4,6,11,30,33,61000
2015-10-29,7,13,22,25,34,92000
2015-10-30,5,8,9,18,27,132000
2015-10-31,1,10,16,22,38,192000
2015-11-01,1,7,23,31,38,50000
2015-11-02,2,8,26,34,38,53000
2015-11-03,3,5,9,17,23,79000
2015-11-04,5,10,25,30,33,120000
2015-11-05,14,16,21,36,38,50000
2015-11-06,7,21,24,30,35,58000
2015-11-07,3,10,21,24,29,93000
2015-11-08,8,22,27,34,35,121000
2015-11-09,2,6,22,37,39,163000
2015-11-10,6,13,31,35,39,207000
2015-11-11,5,20,32,37,38,50000
2015-11-12,5,6,25,27,36,57000
2015-11-13,11,22,26,30,32,89000
2015-11-14,19,22,29,33,39,134000
2015-11-15,4,16,19,33,38,166000
2015-11-16,16,19,25,34,39,50000
2015-11-17,18,20,22,32,36,50000
2015-11-18,5,14,22,31,38,50000
2015-11-19,19,20,24,27,29,56000
2015-11-20,8,13,16,38,39,85000
2015-11-21,6,11,13,25,28,125000
2015-11-22,6,14,20,22,35,50000
2015-11-23,3,5,16,21,33,53000
2015-11-24,3,7,19,20,21,75000
2015-11-25,18,21,22,26,32,110000
2015-11-26,4,6,11,18,26,135000
2015-11-27,5,15,19,37,38,50000
2015-11-28,14,18,27,35,39,50000
2015-11-29,6,9,17,24,35,53000
2015-11-30,8,20,30,31,36,77000
2015-12-01,1,3,24,26,36,110000
2015-12-02,2,14,16,25,29,162000
2015-12-03,4,24,26,33,37,50000
2015-12-04,14,20,24,26,35,59000
2015-12-05,14,18,26,27,28,93000
2015-12-06,22,24,32,35,38,123000
2015-12-07,3,5,6,15,22,166000
2015-12-08,4,7,10,16,22,218000
2015-12-09,3,8,11,21,28,280000
2015-12-10,1,6,13,17,18,50000
2015-12-11,1,2,13,29,34,56000
2015-12-12,9,10,20,22,30,89000
2015-12-13,14,19,21,23,33,50000
2015-12-14,2,5,26,28,33,53000
2015-12-15,6,15,28,30,36,76000
2015-12-16,5,6,11,21,34,112000
2015-12-17,6,10,20,27,34,50000
2015-12-18,1,2,16,35,38,50000
2015-12-19,4,10,13,16,19,61000
2015-12-20,14,15,19,20,22,50000
2015-12-21,13,20,24,27,35,53000
2015-12-22,7,15,27,30,38,77000
2015-12-23,5,9,11,18,38,115000
2015-12-24,2,27,28,30,39,164000
2015-12-25,5,9,14,15,38,50000
2015-12-26,12,14,21,34,36,53000
2015-12-27,3,12,25,26,32,74000
2015-12-28,5,10,17,21,29,105000
2015-12-29,14,15,21,24,25,149000
2015-12-30,13,21,26,29,37,50000
2015-12-31,10,19,27,31,36,58000
2016-01-01,7,16,19,21,39,50000
2016-01-02,3,6,8,20,21,53000
2016-01-03,18,22,25,31,33,84000
2016-01-04,3,9,10,19,28,115000
2016-01-05,6,24,28,35,38,160000
2016-01-06,20,30,32,36,39,209000
2016-01-07,1,19,24,26,38,288000
2016-01-08,10,14,20,35,37,359000
2016-01-09,11,17,23,24,28,476000
2016-01-10,3,11,15,33,35,604000
2016-01-11,2,8,13,14,37,719000
2016-01-12,5,10,24,32,33,883000
2016-01-13,2,3,9,18,28,50000
2016-01-14,1,8,10,25,31,86000
2016-01-15,7,22,26,34,39,50000
2016-01-16,10,21,24,26,38,73000
2016-01-17,7,10,28,29,34,107000
2016-01-18,9,11,12,14,35,50000
2016-01-19,1,5,15,18,24,62000
2016-01-20,7,9,10,18,38,99000
2016-01-21,3,17,22,29,32,152000
2016-01-22,10,16,17,35,36,221000
2016-01-23,1,11,26,29,35,224000
2016-01-24,8,17,34,36,37,289000
2016-01-25,2,15,17,31,32,370000
2016-01-26,13,15,30,36,37,462000
2016-01-27,10,14,19,21,29,50000
2016-01-28,6,20,27,30,34,70000
2016-01-29,3,5,21,36,37,111000
2016-01-30,4,10,24,25,38,173000
2016-01-31,7,19,27,37,39,219000
2016-02-01,6,8,23,33,35,50000
2016-02-02,4,8,15,26,38,64000
2016-02-03,7,12,17,21,32,101000
2016-02-04,3,4,11,34,38,152000
2016-02-05,21,22,27,29,37,210000
2016-02-06,6,8,14,22,38,283000
2016-02-07,5,9,21,35,37,341000
2016-02-08,2,5,8,18,27,431000
2016-02-09,3,4,6,30,36,50000
2016-02-10,10,14,26,30,37,61000
2016-02-11,15,18,20,23,28,96000
2016-02-12,1,8,9,29,35,50000
2016-02-13,2,16,22,24,37,50000
2016-02-14,6,9,23,29,39,50000
2016-02-15,5,11,14,34,38,54000
2016-02-16,11,18,19,30,37,75000
2016-02-17,7,19,20,27,34,115000
2016-02-18,11,22,26,33,38,163000
2016-02-19,5,7,14,17,25,214000
2016-02-20,8,22,29,30,37,50000
2016-02-21,5,7,19,33,37,54000
2016-02-22,1,21,22,24,36,83000
2016-02-23,3,8,26,35,36,120000
2016-02-24,7,10,21,25,29,173000
2016-02-25,8,18,29,36,37,50000
2016-02-26,7,8,9,24,28,58000
2016-02-27,3,5,14,24,39,92000
2016-02-28,26,33,36,37,38,123000
2016-02-29,2,7,20,35,38,168000
2016-03-01,1,15,17,29,38,216000
2016-03-02,4,5,7,20,24,284000
2016-03-03,13,18,21,22,32,351000
2016-03-04,10,13,15,29,34,443000
2016-03-05,11,23,26,29,31,50000
2016-03-06,2,5,15,23,28,57000
2016-03-07,2,8,9,33,34,50000
2016-03-08,9,22,30,36,39,54000
2016-03-09,4,13,29,33,37,85000
2016-03-10,3,11,22,26,39,122000
2016-03-11,2,3,24,30,36,171000
2016-03-12,10,19,21,23,32,227000
2016-03-13,8,14,20,31,38,50000
2016-03-14,12,19,25,27,32,53000
2016-03-15,12,19,28,31,39,80000
2016-03-16,16,25,28,30,32,50000
2016-03-17,1,12,14,32,39,56000
2016-03-18,1,7,28,33,34,87000
2016-03-19,22,23,25,27,36,125000
2016-03-20,18,28,33,35,39,163000
2016-03-21,4,10,13,20,31,210000
2016-03-22,1,2,12,19,34,270000
2016-03-23,1,16,22,30,34,332000
2016-03-24,9,11,25,29,30,415000
2016-03-25,1,6,24,26,30,518000
2016-03-26,5,6,15,31,32,50000
2016-03-27,2,3,19,21,30,53000
2016-03-28,6,14,24,30,38,50000
2016-03-29,3,4,7,27,34,53000
2016-03-30,13,14,15,37,39,81000
2016-03-31,9,11,12,15,22,115000
2016-04-01,2,14,24,27,31,163000
2016-04-02,3,8,18,31,34,50000
2016-04-03,8,9,20,31,33,54000
2016-04-04,10,15,18,19,35,81000
2016-04-05,10,22,26,33,36,117000
2016-04-06,13,15,17,19,36,167000
2016-04-07,10,11,14,20,37,209000
2016-04-08,8,13,22,28,33,276000
2016-04-09,7,11,19,28,37,349000
2016-04-10,1,4,11,14,25,414000
2016-04-11,6,10,16,18,21,50000
2016-04-12,3,18,29,31,33,53000
2016-04-13,10,14,15,18,23,80000
2016-04-14,1,8,15,27,34,114000
2016-04-15,1,4,8,20,25,157000
2016-04-16,12,17,20,23,33,50000
2016-04-17,5,8,9,14,28,53000
2016-04-18,4,5,6,16,34,75000
2016-04-19,7,9,25,31,38,106000
2016-04-20,1,11,14,18,36,151000
2016-04-21,10,25,35,36,37,192000
2016-04-22,8,9,12,24,32,242000
2016-04-23,15,20,30,32,35,318000
2016-04-24,3,14,21,23,38,50000
2016-04-25,13,19,22,25,39,53000
2016-04-26,3,8,13,21,37,73000
2016-04-27,5,7,20,33,35,106000
2016-04-28,10,18,20,27,36,147000
2016-04-29,22,24,27,35,36,191000
2016-04-30,2,5,9,38,39,50000
2016-05-01,3,13,14,17,30,53000
2016-05-02,1,6,25,33,35,76000
2016-05-03,1,10,16,20,31,108000
2016-05-04,5,9,14,21,26,158000
2016-05-05,15,19,26,31,35,50000
2016-05-06,7,13,32,33,34,53000
2016-05-07,5,13,16,25,29,83000
2016-05-08,6,8,13,20,24,108000
2016-05-09,1,13,17,18,36,50000
2016-05-10,16,24,27,31,38,53000
2016-05-11,2,18,20,24,27,75000
2016-05-12,1,10,25,30,32,105000
2016-05-13,11,17,23,29,34,143000
2016-05-14,3,4,7,23,38,192000
2016-05-15,4,8,12,17,24,220000
2016-05-16,18,21,24,32,39,50000
2016-05-17,6,7,10,31,41,53000
2016-05-18,17,26,30,38,39,80000
2016-05-19,4,11,15,19,23,114000
2016-05-20,1,10,11,12,20,159000
2016-05-21,3,7,8,17,24,217000
2016-05-22,10,13,24,32,40,255000
2016-05-23,3,5,19,37,39,326000
2016-05-24,1,5,9,27,28,50000
2016-05-25,13,18,25,26,38,56000
2016-05-26,5,16,17,19,30,83000
2016-05-27,13,22,28,36,39,117000
2016-05-28,9,13,17,22,40,50000
2016-05-29,5,9,21,29,35,53000
2016-05-30,15,31,34,36,38,77000
2016-05-31,10,11,12,15,23,107000
2016-06-01,24,26,27,32,39,157000
2016-06-02,4,13,16,27,40,50000
2016-06-03,16,24,27,31,34,56000
2016-06-04,3,5,15,31,37,91000
2016-06-05,10,13,14,29,34,118000
2016-06-06,5,11,25,40,41,50000
2016-06-07,3,8,9,21,26,54000
2016-06-08,5,7,14,28,38,50000
2016-06-09,2,7,20,26,41,53000
2016-06-10,7,11,24,32,33,78000
2016-06-11,4,6,8,17,29,115000
2016-06-12,1,9,13,25,36,144000
2016-06-13,3,18,28,31,32,188000
2016-06-14,8,17,19,30,33,234000
2016-06-15,3,25,26,29,32,298000
2016-06-16,3,11,27,31,37,365000
2016-06-17,17,24,35,38,41,50000
2016-06-18,14,16,18,31,35,61000
2016-06-19,7,11,26,35,36,80000
2016-06-20,2,3,27,39,41,114000
2016-06-21,1,12,29,35,38,50000
2016-06-22,1,3,19,36,38,55000
2016-06-23,8,17,22,35,38,80000
2016-06-24,1,5,16,17,27,113000
2016-06-25,2,19,20,23,24,162000
2016-06-26,2,12,22,26,36,190000
2016-06-27,12,13,18,26,40,243000
2016-06-28,7,11,30,38,40,311000
2016-06-29,8,9,14,25,31,394000
2016-06-30,3,7,10,23,37,50000
2016-07-01,4,7,22,33,36,55000
2016-07-02,21,24,25,29,35,50000
2016-07-03,14,17,20,30,36,53000
2016-07-04,10,12,13,18,39,78000
2016-07-05,18,22,30,35,38,108000
2016-07-06,10,21,23,25,37,165000
2016-07-07,7,13,16,29,39,199000
2016-07-08,15,22,25,31,41,50000
2016-07-09,2,4,5,32,36,66000
2016-07-10,19,21,26,28,37,80000
2016-07-11,9,12,21,28,30,114000
2016-07-12,4,6,8,26,40,158000
2016-07-13,2,10,17,27,35,203000
2016-07-14,20,22,25,34,38,258000
2016-07-15,1,11,13,19,36,322000
2016-07-16,12,16,18,20,31,412000
2016-07-17,20,24,27,28,38,485000
2016-07-18,10,18,24,25,39,50000
2016-07-19,8,19,25,30,34,55000
2016-07-20,16,21,24,32,36,83000
2016-07-21,4,29,30,39,40,50000
2016-07-22,1,3,6,12,15,53000
2016-07-23,16,32,33,34,37,86000
2016-07-24,6,8,9,19,35,111000
2016-07-25,9,19,21,34,38,156000
2016-07-26,5,10,23,33,40,203000
2016-07-27,4,8,11,22,25,264000
2016-07-28,28,34,35,37,38,50000
2016-07-29,12,23,30,31,39,53000
2016-07-30,22,24,26,29,36,86000
2016-07-31,4,5,6,18,39,116000
2016-08-01,1,6,7,21,28,159000
2016-08-02,7,25,31,36,39,218000
2016-08-03,1,2,10,24,34,50000
2016-08-04,12,17,29,34,40,59000
2016-08-05,9,12,18,28,36,88000
2016-08-06,8,12,27,33,34,129000
2016-08-07,6,19,24,25,37,163000
2016-08-08,11,15,20,36,38,214000
2016-08-09,9,13,24,25,36,272000
2016-08-10,9,13,33,37,38,337000
2016-08-11,5,6,20,33,41,419000
2016-08-12,9,14,19,24,35,525000
2016-08-13,3,6,23,34,38,50000
2016-08-14,11,27,30,35,37,53000
2016-08-15,6,9,19,26,28,80000
2016-08-16,16,21,23,36,39,116000
2016-08-17,12,13,24,25,29,50000
2016-08-18,9,13,17,18,41,55000
2016-08-19,1,9,27,35,36,83000
2016-08-20,9,15,23,33,36,50000
2016-08-21,7,8,21,40,41,53000
2016-08-22,6,10,11,20,40,76000
2016-08-23,12,17,26,28,36,109000
2016-08-24,8,9,10,25,30,50000
2016-08-25,7,21,26,29,36,54000
2016-08-26,14,23,28,29,34,80000
2016-08-27,15,16,17,20,38,118000
2016-08-28,14,19,20,33,35,50000
2016-08-29,2,16,20,30,31,53000
2016-08-30,8,22,25,27,33,74000
2016-08-31,4,24,25,29,34,108000
2016-09-01,3,11,17,19,41,149000
2016-09-02,10,23,35,37,41,50000
2016-09-03,5,7,25,28,35,64000
2016-09-04,4,15,26,29,32,84000
2016-09-05,8,19,20,28,30,116000
2016-09-06,5,6,7,14,30,154000
2016-09-07,3,17,26,33,38,50000
2016-09-08,9,24,32,40,41,53000
2016-09-09,5,7,13,21,38,79000
2016-09-10,7,12,18,22,34,116000
2016-09-11,3,11,17,24,30,147000
2016-09-12,1,5,17,23,29,50000
2016-09-13,1,5,22,33,37,53000
2016-09-14,1,7,19,21,24,76000
2016-09-15,9,14,21,26,28,107000
2016-09-16,5,9,24,30,34,50000
2016-09-17,17,20,23,33,40,57000
2016-09-18,12,17,23,32,34,74000
2016-09-19,5,16,21,33,36,103000
2016-09-20,14,15,16,29,35,141000
2016-09-21,15,18,29,31,33,188000
2016-09-22,1,18,19,21,24,230000
2016-09-23,7,13,19,35,41,297000
2016-09-24,9,19,22,30,33,50000
2016-09-25,9,12,23,24,29,50000
2016-09-26,2,7,14,32,34,53000
2016-09-27,1,4,20,21,27,72000
2016-09-28,5,13,14,32,41,105000
2016-09-29,4,10,26,32,37,146000
2016-09-30,2,25,26,32,33,194000
2016-10-01,2,6,14,31,38,260000
2016-10-02,4,11,20,21,39,312000
2016-10-03,2,12,14,27,39,402000
2016-10-04,5,8,17,29,41,50000
2016-10-05,11,13,28,36,38,58000
2016-10-06,5,18,23,36,38,85000
2016-10-07,6,10,14,17,37,122000
2016-10-08,13,21,24,26,37,180000
2016-10-09,3,6,9,17,28,185000
2016-10-10,5,15,36,38,39,243000
2016-10-11,5,10,11,36,40,311000
2016-10-12,1,6,11,12,14,394000
2016-10-13,1,20,22,27,33,50000
2016-10-14,4,5,20,31,34,54000
2016-10-15,2,11,21,24,37,84000
2016-10-16,5,13,23,26,37,110000
2016-10-17,13,21,22,33,34,152000
2016-10-18,1,16,21,30,33,201000
2016-10-19,6,11,26,27,40,50000
2016-10-20,10,19,29,32,40,50000
2016-10-21,9,26,30,35,36,50000
2016-10-22,6,11,22,37,38,60000
2016-10-23,8,23,26,29,38,80000
2016-10-24,5,27,30,36,41,115000
2016-10-25,2,16,23,28,38,157000
2016-10-26,2,10,22,30,32,50000
2016-10-27,13,14,25,36,39,56000
2016-10-28,17,22,29,32,34,84000
2016-10-29,5,9,17,23,40,118000
2016-10-30,21,24,27,35,41,153000
2016-10-31,24,31,33,38,39,197000
2016-11-01,7,17,18,31,36,100000
2016-11-02,2,24,29,33,38,100000
2016-11-03,3,8,21,30,35,110000
2016-11-04,7,17,18,21,26,124000
2016-11-05,1,6,19,38,41,174000
2016-11-06,13,15,17,28,33,212000
2016-11-07,2,3,22,24,40,100000
2016-11-08,8,21,23,25,32,100000
2016-11-09,1,16,24,29,39,110000
2016-11-10,12,16,19,21,41,120000
2016-11-11,17,19,26,30,34,159000
2016-11-12,9,13,15,27,37,209000
2016-11-13,3,14,15,24,29,254000
2016-11-14,4,7,17,24,27,317000
2016-11-15,1,4,9,20,27,100000
2016-11-16,2,9,10,22,41,110000
2016-11-17,4,5,9,23,41,100000
2016-11-18,11,28,33,38,40,110000
2016-11-19,2,3,25,34,41,120000
2016-11-20,9,18,29,37,40,100000
2016-11-21,3,10,16,28,39,110000
2016-11-22,11,13,16,17,25,120000
2016-11-23,7,19,20,26,31,145000
2016-11-24,2,17,20,22,30,100000
2016-11-25,4,28,33,38,41,110000
2016-11-26,3,5,10,15,35,120000
2016-11-27,14,16,23,35,40,139000
2016-11-28,6,10,19,23,30,100000
2016-11-29,1,5,9,11,35,110000
2016-11-30,3,14,19,23,38,120000
2016-12-01,1,5,11,12,36,146000
2016-12-02,4,19,23,26,28,197000
2016-12-03,1,15,25,28,38,261000
2016-12-04,3,10,18,19,40,100000
2016-12-05,5,6,13,15,28,110000
2016-12-06,1,4,9,11,16,120000
2016-12-07,8,11,12,29,40,100000
2016-12-08,6,13,19,33,39,110000
2016-12-09,1,4,22,23,32,120000
2016-12-10,2,14,26,33,38,160000
2016-12-11,17,18,34,35,36,195000
2016-12-12,13,15,23,34,41,50000
2016-12-13,4,11,18,37,40,50000
2016-12-14,4,7,29,32,36,58000
2016-12-15,3,4,9,24,27,89000
2016-12-16,3,6,20,22,26,123000
2016-12-17,2,3,6,18,28,172000
2016-12-18,9,12,25,34,38,208000
2016-12-19,1,5,22,26,30,268000
2016-12-20,11,20,21,30,36,336000
2016-12-21,1,10,17,19,37,428000
2016-12-22,1,2,5,9,37,50000
2016-12-23,16,21,24,40,41,64000
2016-12-24,6,16,17,22,27,100000
2016-12-25,10,21,32,34,35,152000
2016-12-26,13,16,21,27,29,155000
2016-12-27,7,10,27,28,33,215000
2016-12-28,4,18,25,30,40,277000
2016-12-29,2,13,16,24,33,346000
2016-12-30,4,9,32,34,38,451000
2016-12-31,10,12,25,26,40,50000
2017-01-01,7,18,22,23,34,62000
2017-01-02,1,14,21,27,37,91000
2017-01-03,9,18,20,37,40,130000
2017-01-04,3,7,17,30,36,184000
2017-01-05,5,6,7,13,28,235000
2017-01-06,7,23,25,27,32,290000
2017-01-07,4,20,25,33,40,365000
2017-01-08,1,27,28,38,40,400000
2017-01-09,3,24,31,33,37,519000
2017-01-10,3,16,18,28,31,647000
2017-01-11,20,22,26,33,37,815000
2017-01-12,9,14,21,34,35,1010000
2017-01-13,13,15,17,18,37,50000
2017-01-14,10,11,17,28,34,70000
2017-01-15,2,9,11,40,41,104000
2017-01-16,5,6,8,37,40,147000
2017-01-17,10,27,28,32,37,197000
2017-01-18,21,22,29,38,40,258000
2017-01-19,2,4,5,20,21,335000
2017-01-20,2,15,18,19,21,437000
2017-01-21,2,4,22,32,38,549000
2017-01-22,1,3,4,6,23,660000
2017-01-23,10,16,27,30,33,805000
2017-01-24,8,13,17,20,36,989000
2017-01-25,11,23,24,33,34,50000
2017-01-26,14,21,31,32,36,71000
2017-01-27,6,8,32,33,40,108000
2017-01-28,9,15,23,32,38,169000
2017-01-29,1,7,10,12,17,50000
2017-01-30,18,22,30,33,36,57000
2017-01-31,11,13,21,36,41,89000
2017-02-01,10,20,23,25,39,131000
2017-02-02,3,5,6,33,40,50000
2017-02-03,4,5,14,18,34,68000
2017-02-04,1,7,15,19,26,113000
2017-02-05,3,4,30,33,40,154000
2017-02-06,11,13,26,27,32,203000
2017-02-07,2,10,12,13,41,263000
2017-02-08,13,15,28,29,30,334000
2017-02-09,10,14,16,17,34,428000
2017-02-10,1,2,18,26,33,50000
2017-02-11,11,18,25,31,39,73000
2017-02-12,1,7,17,29,38,100000
2017-02-13,6,13,21,28,29,145000
2017-02-14,4,9,13,28,39,195000
2017-02-15,5,8,12,13,34,50000
2017-02-16,15,17,18,24,41,67000
